Time	Pleth	SPO2	PR	SI
12:25:48	51	98	107	3
12:25:48	49	98	107	3
12:25:48	48	98	107	3
12:25:48	47	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	46	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	45	98	107	3
12:25:48	44	98	107	3
12:25:48	43	98	107	3
12:25:48	43	98	107	3
12:25:48	42	98	107	3
12:25:48	42	98	107	3
12:25:48	42	98	107	3
12:25:48	42	98	107	3
12:25:48	42	98	107	3
12:25:49	43	98	107	3
12:25:49	45	98	107	3
12:25:49	46	98	107	3
12:25:49	48	98	107	3
12:25:49	51	98	107	3
12:25:49	53	98	107	3
12:25:49	55	98	107	3
12:25:49	57	98	107	3
12:25:49	59	98	107	3
12:25:49	61	98	107	3
12:25:49	63	98	107	3
12:25:49	63	98	107	3
12:25:49	64	98	107	3
12:25:49	64	98	107	3
12:25:49	63	98	107	3
12:25:49	62	98	107	3
12:25:49	61	98	107	3
12:25:49	60	98	107	3
12:25:49	58	98	107	3
12:25:49	56	98	107	3
12:25:49	55	98	107	3
12:25:49	53	97	107	3
12:25:49	52	97	107	3
12:25:49	50	97	107	3
12:25:49	49	97	107	3
12:25:49	49	97	107	3
12:25:49	48	97	107	3
12:25:49	48	97	107	3
12:25:49	48	97	107	3
12:25:49	48	97	107	3
12:25:49	49	97	107	3
12:25:49	49	97	107	3
12:25:49	49	97	107	3
12:25:49	50	97	107	3
12:25:49	50	97	107	3
12:25:49	50	97	107	3
12:25:49	50	97	107	3
12:25:49	50	97	107	3
12:25:49	49	97	107	3
12:25:49	49	97	107	3
12:25:49	49	97	107	3
12:25:49	48	97	107	3
12:25:49	47	97	107	3
12:25:49	47	97	107	3
12:25:49	46	97	107	3
12:25:49	45	97	107	3
12:25:49	45	97	107	3
12:25:49	45	97	107	3
12:25:49	45	97	107	3
12:25:49	45	97	107	3
12:25:49	46	97	107	3
12:25:49	48	97	107	3
12:25:49	50	97	107	3
12:25:49	52	97	107	3
12:25:49	55	97	107	3
12:25:49	57	97	107	3
12:25:49	60	97	107	3
12:25:49	63	97	107	3
12:25:49	65	97	107	3
12:25:49	67	97	107	3
12:25:49	68	97	107	3
12:25:49	69	97	107	3
12:25:49	69	97	107	3
12:25:49	69	97	107	3
12:25:49	68	97	107	3
12:25:49	67	97	107	3
12:25:49	66	97	107	3
12:25:49	64	97	107	3
12:25:49	62	97	107	3
12:25:49	60	97	107	3
12:25:49	59	97	107	3
12:25:49	57	97	107	3
12:25:49	55	97	107	3
12:25:49	54	97	107	3
12:25:49	53	97	107	3
12:25:49	53	97	107	3
12:25:49	52	97	107	3
12:25:49	52	97	107	3
12:25:49	52	97	107	3
12:25:49	52	97	107	3
12:25:49	53	97	107	3
12:25:49	53	97	107	3
12:25:49	53	97	107	3
12:25:49	54	97	107	3
12:25:49	54	97	107	3
12:25:49	54	97	107	3
12:25:49	54	97	107	3
12:25:49	53	97	107	3
12:25:49	53	97	107	3
12:25:49	53	97	107	3
12:25:49	52	97	107	3
12:25:49	51	97	107	3
12:25:49	51	97	107	3
12:25:49	50	97	107	3
12:25:49	49	97	107	3
12:25:49	48	97	107	3
12:25:49	48	97	107	3
12:25:49	47	97	107	3
12:25:49	47	97	107	3
12:25:49	47	97	107	3
12:25:50	48	97	107	3
12:25:50	49	97	107	3
12:25:50	51	97	107	3
12:25:50	53	97	107	3
12:25:50	56	97	107	3
12:25:50	58	97	107	3
12:25:50	61	97	107	3
12:25:50	64	97	107	3
12:25:50	67	97	107	3
12:25:50	69	97	107	3
12:25:50	71	97	107	3
12:25:50	73	97	107	3
12:25:50	74	97	107	3
12:25:50	74	97	107	3
12:25:50	73	97	107	3
12:25:50	73	97	107	3
12:25:50	71	97	107	3
12:25:50	70	97	107	3
12:25:50	68	97	107	3
12:25:50	66	97	107	3
12:25:50	64	97	107	3
12:25:50	61	98	118	3
12:25:50	60	98	118	3
12:25:50	58	98	118	3
12:25:50	57	98	118	3
12:25:50	56	98	118	3
12:25:50	55	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	55	98	118	3
12:25:50	55	98	118	3
12:25:50	55	98	118	3
12:25:50	55	98	118	3
12:25:50	55	98	118	3
12:25:50	55	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	53	98	118	3
12:25:50	52	98	118	3
12:25:50	52	98	118	3
12:25:50	51	98	118	3
12:25:50	50	98	118	3
12:25:50	49	98	118	3
12:25:50	48	98	118	3
12:25:50	47	98	118	3
12:25:50	46	98	118	3
12:25:50	45	98	118	3
12:25:50	45	98	118	3
12:25:50	45	98	118	3
12:25:50	45	98	118	3
12:25:50	46	98	118	3
12:25:50	47	98	118	3
12:25:50	49	98	118	3
12:25:50	51	98	118	3
12:25:50	54	98	118	3
12:25:50	57	98	118	3
12:25:50	60	98	118	3
12:25:50	63	98	118	3
12:25:50	66	98	118	3
12:25:50	69	98	118	3
12:25:50	71	98	118	3
12:25:50	73	98	118	3
12:25:50	74	98	118	3
12:25:50	74	98	118	3
12:25:50	74	98	118	3
12:25:50	73	98	118	3
12:25:50	72	98	118	3
12:25:50	70	98	118	3
12:25:50	68	98	118	3
12:25:50	66	98	118	3
12:25:50	63	98	118	3
12:25:50	61	98	118	3
12:25:50	59	98	118	3
12:25:50	57	98	118	3
12:25:50	56	98	118	3
12:25:50	54	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	54	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	53	98	118	3
12:25:50	52	98	118	3
12:25:50	51	98	118	3
12:25:50	51	98	118	3
12:25:50	50	98	118	3
12:25:50	49	98	118	3
12:25:50	48	98	118	3
12:25:50	47	98	118	3
12:25:50	46	98	118	3
12:25:51	45	98	118	3
12:25:51	44	98	118	3
12:25:51	43	98	118	3
12:25:51	43	98	118	3
12:25:51	42	98	118	3
12:25:51	42	98	118	3
12:25:51	43	98	118	3
12:25:51	44	98	118	3
12:25:51	46	98	118	3
12:25:51	48	98	118	3
12:25:51	51	98	118	3
12:25:51	54	98	118	3
12:25:51	57	98	118	3
12:25:51	61	98	118	3
12:25:51	64	98	118	3
12:25:51	67	98	118	3
12:25:51	70	98	118	3
12:25:51	72	98	118	3
12:25:51	74	98	118	3
12:25:51	75	98	118	3
12:25:51	76	98	118	3
12:25:51	75	98	118	3
12:25:51	74	98	118	3
12:25:51	73	98	118	3
12:25:51	71	98	118	3
12:25:51	68	98	118	3
12:25:51	66	98	118	3
12:25:51	63	98	118	3
12:25:51	61	98	118	3
12:25:51	59	98	118	3
12:25:51	57	98	118	3
12:25:51	55	98	118	3
12:25:51	54	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	52	98	118	3
12:25:51	52	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	52	98	118	3
12:25:51	52	98	118	3
12:25:51	51	98	118	3
12:25:51	50	98	118	3
12:25:51	49	98	118	3
12:25:51	48	98	118	3
12:25:51	47	98	118	3
12:25:51	46	98	118	3
12:25:51	45	98	118	3
12:25:51	44	98	118	3
12:25:51	44	98	118	3
12:25:51	43	98	118	3
12:25:51	43	98	118	3
12:25:51	44	98	118	3
12:25:51	45	98	118	3
12:25:51	46	98	118	3
12:25:51	48	98	118	3
12:25:51	51	98	118	3
12:25:51	54	98	118	3
12:25:51	58	98	118	3
12:25:51	62	98	118	3
12:25:51	65	98	118	3
12:25:51	69	98	118	3
12:25:51	72	98	118	3
12:25:51	74	98	118	3
12:25:51	76	98	118	3
12:25:51	78	98	118	3
12:25:51	78	98	118	3
12:25:51	78	98	118	3
